0	Kingdom	Phylum	Class	Order	Family	Genus
11668	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1530	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas
1529	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1526	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1453	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1705	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11600	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1901	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1900	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1899	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1898	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1895	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
1894	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
1893	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1892	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
1891	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1890	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	unclassified
1887	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
1885	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11547	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
11548	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
11550	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
11551	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
11552	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
11562	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11563	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11564	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
11546	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11565	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1903	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11545	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Massilimicrobiota
1935	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1933	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister
1932	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Massiliimalia
1931	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
1930	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1929	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
1928	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella
1926	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella
1925	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
1924	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1922	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella
1920	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
1919	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister
1918	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified
1917	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
1916	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
1914	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
1913	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
11543	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11544	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1907	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
1904	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	unclassified
11601	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
11566	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11568	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
1765	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1761	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	unclassified	unclassified
1760	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1758	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1757	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
1756	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibacillus
1755	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
1753	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
11591	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11592	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1750	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1749	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Neglecta
1747	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11593	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1745	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11594	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11595	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11596	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
11597	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
11598	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11599	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1766	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
11567	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1767	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1770	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
11569	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
11570	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified
11571	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11572	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11573	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
11574	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
11582	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11583	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11584	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
11585	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
11586	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
11587	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11588	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1783	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11589	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1779	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1778	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1777	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11590	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1774	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1773	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
1769	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
1452	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1451	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas
1450	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium
1137	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified
1134	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1133	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1132	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila
1128	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1126	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
1125	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1122	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibacillus
1119	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
1118	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
1117	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
1116	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1110	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1108	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11794	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
11795	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	unclassified
11796	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
11797	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
11798	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11799	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11800	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1138	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII	unclassified
11801	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Senegalimassilia
1139	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella
1144	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1187	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
1185	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
11774	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
1181	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
11775	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11776	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11777	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibacillus
1168	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11778	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
11779	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
1161	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1160	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11780	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
11781	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
1153	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
1152	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella
11782	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1150	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified
1149	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1148	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1147	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11783	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1210	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
11802	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
1035	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
966	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11832	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11833	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
962	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
11834	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
960	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
959	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
958	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
957	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
956	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
955	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
954	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
953	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
952	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11835	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
950	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium IV
948	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
947	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
946	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
945	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
944	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
967	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1046	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
968	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
970	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1033	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1031	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1030	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
1029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1027	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
1026	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1024	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1023	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1022	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1021	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1020	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
1019	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
988	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Massilimicrobiota
984	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
983	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
979	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
976	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter
974	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
973	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruthenibacterium
972	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter
971	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
969	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1213	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1214	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
1217	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1381	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
1380	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1379	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
1378	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
1377	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
1374	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1373	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
1372	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fournierella
1371	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
1370	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas
1368	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
1367	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
11705	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11706	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11707	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11709	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11710	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Allisonella
11711	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
11712	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11713	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
11714	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1382	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
11715	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter
1384	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1387	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
1449	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1448	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1447	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1446	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11687	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified
11688	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11689	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
11690	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11691	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11692	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11693	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11694	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11695	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1403	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
1402	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1399	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1397	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
1396	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1395	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
1390	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1389	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1385	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
11716	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter
11717	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
1324	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1274	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
1273	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1272	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
1271	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
11740	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11741	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11742	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11743	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11744	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
11745	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11746	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11747	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
11748	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11757	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
11758	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
11759	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
11760	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11761	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1222	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1221	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
1220	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1275	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter
11739	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1277	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	unclassified
1279	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1322	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1321	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1320	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter
1316	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1314	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1313	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1312	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1309	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1308	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter
11734	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11837	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
11735	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
1290	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
1289	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1288	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
1287	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	unclassified
1285	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1284	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
11737	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter
11738	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1281	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
1280	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
1291	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
3868	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
2775	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
10925	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
4854	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
11231	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
4470	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
4852	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
11230	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
4851	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
